x1,x2,y
10.047912654830235,3.075127816522436,b
7.505619882180584,0.4978348257648054,b
9.726297029295978,1.3920670347181745,b
11.284635162498368,-0.5510233574976287,b
8.254883131003487,2.869212442200671,b
9.479757964303012,-0.06843095270657296,b
9.206690579070331,1.8161065682321695,b
7.50001693338213,1.0209141840190015,b
9.285009534061489,1.1232539989772536,b
9.685004380213778,0.6408726575561168,b
9.979312374606073,0.9450101071992679,b
10.588893648719935,0.8998635422773419,b
9.459897019466878,0.9383721673931553,b
8.800172791278833,0.23292218306163504,b
9.719908079705089,0.5137173416113099,b
9.295768362859205,1.7578301799170157,b
7.7949658712851155,0.25217344482930215,b
11.185879608620116,1.5434919249850214,b
9.83682846646559,-0.2810764578022762,b
8.518668309189877,0.5918408567787057,b
10.052941890722442,-1.06205145931209,b
7.790269346473925,0.7354082633587283,b
7.794552025452522,2.2157039826554707,b
8.683968923551001,1.9807291640867155,b
10.148093408086382,-1.0710085436297847,b
8.76020904590335,0.4946404046856714,b
9.15791076454948,3.0431717067580735,b
11.487309275264458,-0.39376048757085647,b
8.05375734696891,1.6123847439091161,b
8.104165873276102,0.05630559105149746,b
0.8452135284845195,8.782723712093096,a
0.24927881852443767,9.09128765148818,a
2.8859987749542237,7.891154427596214,a
2.235998871875264,8.376188919847099,a
-0.049440636552248396,9.203138065645135,a
-0.2594522801084629,8.017659570598347,a
-0.03925992255499633,9.29247091524075,a
1.0124965592288322,8.978017558607132,a
0.8253450563668051,9.543020655177774,a
1.8915570701895574,9.321701108038468,a
0.6658960753280845,8.409970717791243,a
1.8619767415711788,9.01735037369586,a
-0.3880019118433071,10.542953024199134,a
0.687279455835069,9.786729352309795,a
0.7564208648095849,9.303358291275993,a
1.609157662416242,8.841647189739646,a
0.16290197817319496,9.750832460848969,a
1.225261427993447,9.39904978745792,a
-0.18250813468989513,8.035454270477686,a
0.44609658737793123,10.47374460723627,a
0.9291935940749171,9.078357838909264,a
1.5183420864751582,10.751939846877692,a
1.715445372280082,8.55745159959471,a
0.9965780057773002,9.319891003465715,a
2.9735184503966305,8.274294377876451,a
1.6661244062472902,8.974667588752846,a
-1.0682330061586565,9.810316210953005,a
1.0648443794678586,8.152092736537515,a
1.7283911667667469,7.665736693770121,a
0.34249844869958035,10.146886763893834,a
-0.6739438633294847,6.896226884131416,a
-0.07104292305770143,10.433339982648816,a
1.0456597074678895,11.187282932851407,a
2.9218154782261148,8.985553377912439,a
1.28562979862959,8.33382334530778,a
1.7362146484697907,8.904689031371479,a
2.8843693436212448,10.303800554080272,a
1.194534649833885,9.302791593228324,a
1.1536122909810897,8.396309371399111,a
3.169601414333074,8.25561797750591,a
10.241068563202159,1.4998655978731639,b
10.127508598969442,1.1157828048035154,b
9.681038258818853,1.8022696940415108,b
8.659268794003179,1.6009673608546853,b
8.104659049987458,1.2075981000047054,b
9.427840031429826,1.2945136532026769,b
8.326945116830204,0.8911061214986962,b
9.5403949545548,0.06740085567126963,b
9.078571722691802,-0.48994858059529545,b
7.599029964617457,1.1758034317052526,b
