x1,x2,y
2.8212787532672365,8.31228897549966,a
2.5736686055421822,9.18252421447267,a
0.7253878221769738,6.2759870467721495,a
1.2908428915333823,8.430669214032251,a
0.6052191757629773,8.164366132638223,a
0.7547200444394585,8.417041445345617,a
0.1785036471447108,7.466732519721134,a
0.6326227060825572,10.183670311540487,a
1.8593306432468082,7.8778990048032895,a
1.8588973499994323,8.772985350045198,a
0.1973071569634678,9.175922839173362,a
2.761182896306173,10.468226740901247,a
1.0555891384792229,7.9641127197781785,a
1.4353534759287494,8.59150922676247,a
1.809640402521014,8.040952672031692,a
1.4380736538329744,8.750590339985022,a
0.9327690253059056,7.369035658680392,a
1.1031547355107238,9.760153962237737,a
2.724207211970226,9.034960340709427,a
2.2087193482432426,9.197194995253414,a
3.618458629225054,6.349618011807501,a
4.586729849244877,4.296595908313031,a
2.2643386572830053,5.306814319290661,a
3.076690574847743,4.3430926839287585,a
4.765133693610283,4.092047373436973,a
4.471551021383241,5.593137578089546,a
3.058028770940159,4.552516409980542,a
5.456531957843572,5.515757115366352,a
3.85105292722355,4.146584431787313,a
3.032246362103527,2.4511953961225483,a
3.74810868729548,6.533309921041733,a
3.650884432568577,3.7348928109415906,a
4.54406574640801,4.721773371110803,a
2.228476544326353,4.757234571158489,a
5.047471157035416,6.679996463829826,a
3.8622863869185036,4.976131866297299,a
4.7358646808342435,4.206496949018291,a
2.2998298998940028,3.6140686613267183,a
3.2595892269892826,6.613745182055065,a
3.9912022133476928,3.3404574959443982,a
7.450617375097645,1.8210423507370588,b
9.286031024584862,1.4643080072180812,b
9.32047515630568,2.1372694753335706,b
9.859884342780912,0.8432140490118236,b
9.477912511946036,1.485412200729153,b
8.190473301970627,1.0453224952215605,b
8.357456732810906,1.2346592333704811,b
9.183249334059719,0.4985012731325168,b
10.578526309895816,1.5301372749881024,b
9.33841243549866,1.1978863668506798,b
8.647784171116506,0.8688261508981276,b
9.041149952557566,1.7046277637330252,b
8.696416794897958,0.8135465933756626,b
9.271559444223492,1.1575982243821963,b
10.478837797401297,0.9419787750939255,b
8.417065567634511,0.8728086987423908,b
7.9318339507409235,0.1855981662774847,b
8.720094907021174,0.0939552408378248,b
8.080176116091984,0.6006804866920483,b
9.507352931157616,0.7838579154757528,b
8.731402647320934,0.262923944482903,b
7.661210067885305,0.045476211274609546,b
8.244356881375627,1.1160678819875418,b
10.009797816276393,-0.38709500155826926,b
8.96744355323275,1.6002531627838164,b
10.7532654529805,1.916686903541235,b
8.317130365787193,-0.6458560410217664,b
9.815283404240219,1.395584066655398,b
8.771801062917199,2.005786280590163,b
8.609474721704089,1.108743830758802,b
8.62180576087522,1.8874301367672524,b
9.104658153233311,0.453850092429814,b
10.083521506326264,0.123518606336536,b
9.334254886584853,0.08212569567573846,b
8.01135032011251,2.424136448047693,b
9.454073400997988,1.076249828343865,b
9.177035816553149,0.9877235411805385,b
8.74724230808659,1.8505877030036053,b
8.176264301633983,1.2987568971593837,b
10.485812573543765,0.5473760483640249,b
